substanceBXH,gene_symbol
CTD-3118D11.2,CTD-3118D11.2
CTD-3080F16.3,CTD-3080F16.3
CTD-2544N14.3,CTD-2544N14.3
LINC00589,LINC00589
AF131216.5,AF131216.5
AF131215.2,AF131215.2
LINC00599,LINC00599
AF067845.1,AF067845.1
CTD-2281E23.1,CTD-2281E23.1
U66061.31,U66061.31
CTB-161K23.1,CTB-161K23.1
CTA-254O6.1,CTA-254O6.1
LINC00035,LINC00035
GS1-18A18.1,GS1-18A18.1
MACC1-AS1,MACC1-AS1
WI2-2373I1.2,WI2-2373I1.2
VIM-AS1,VIM-AS1
ATP6V0E2-AS1,ATP6V0E2-AS1
USP6NL-IT1,USP6NL-IT1
ST7-AS1,ST7-AS1
CTB-111H14.1,CTB-111H14.1
CTB-167B5.2,CTB-167B5.2
MAGI2-IT1,MAGI2-IT1
CTB-51J22.1,CTB-51J22.1
GS1-124K5.11,GS1-124K5.11
GS1-278J22.1,GS1-278J22.1
CALML3-AS1,CALML3-AS1
RNF216-IT1,RNF216-IT1
ZMYM4-AS1,ZMYM4-AS1
EZR-AS1,EZR-AS1
SYNJ2-IT1,SYNJ2-IT1
CTA-212D2.2,CTA-212D2.2
LINC00701,LINC00701
SIGLECP3,SIGLECP3
OSTM1-AS1,OSTM1-AS1
XX-CR54.1,XX-CR54.1
OOEP-AS1,OOEP-AS1
XXbac-BPG55C20.7,XXbac-BPG55C20.7
MLIP-IT1,MLIP-IT1
BTBD9-AS1,BTBD9-AS1
HCP5,HCP5
XXbac-BPG181B23.4,XXbac-BPG181B23.4
XXbac-BPG308J9.3,XXbac-BPG308J9.3
XXbac-BCX196D17.5,XXbac-BCX196D17.5
HCG15,HCG15
CTA-14H9.5,CTA-14H9.5
E2F3-IT1,E2F3-IT1
LINC00184,LINC00184
REV3L-IT1,REV3L-IT1
ARMC2-AS1,ARMC2-AS1
LINC00577,LINC00577
KCNQ5-AS1,KCNQ5-AS1
CTD-2090I13.1,CTD-2090I13.1
LINC00336,LINC00336
XXbac-BPG181M17.6,XXbac-BPG181M17.6
CTC-338M12.9,CTC-338M12.9
CTD-2532K18.2,CTD-2532K18.2
CTB-43E15.1,CTB-43E15.1
CTB-33O18.3,CTB-33O18.3
CTB-33O18.2,CTB-33O18.2
CTC-308K20.2,CTC-308K20.2
CTD-2270F17.1,CTD-2270F17.1
CTC-436K13.3,CTC-436K13.3
CTB-35F21.4,CTB-35F21.4
CTD-2410N18.3,CTD-2410N18.3
CTC-573M9.1,CTC-573M9.1
CTC-369A16.3,CTC-369A16.3
CTD-2334D19.1,CTD-2334D19.1
CTD-3179P9.2,CTD-3179P9.2
CTC-428G20.2,CTC-428G20.2
CTC-313D10.1,CTC-313D10.1
CTC-487M23.5,CTC-487M23.5
PROX1-IT1,PROX1-IT1
CTC-459M5.1,CTC-459M5.1
STARD4-AS1,STARD4-AS1
CTD-2061E19.6,CTD-2061E19.6
CTC-493L21.2,CTC-493L21.2
CTD-2218K11.2,CTD-2218K11.2
CTC-564N23.2,CTC-564N23.2
CTC-537E7.1,CTC-537E7.1
CTD-2582M21.1,CTD-2582M21.1
CTD-2244C20.2,CTD-2244C20.2
CTD-2023N9.1,CTD-2023N9.1
CTD-2636A23.2,CTD-2636A23.2
CTC-305H11.1,CTC-305H11.1
CTC-471C19.2,CTC-471C19.2
CTD-2008N3.1,CTD-2008N3.1
